ID,Fraud,Title,Description,Architectural Style,Property Types,Interior/Exterior,Feature
b956,AI,Medieval House with Stone Facade and Slate Roof,"A fairytale-like castle features a weathered stone facade, a slate roof, a towering turret, and arched windows, creating a magical and enchanting atmosphere.",,,,
b957,AI,French Country Manor with Stone Facade and Slate Roof,"A charming French country manor features a warm-toned stone facade, a slate roof, arched doorways, and large wooden windows, creating a picturesque and inviting atmosphere.",,,,
b958,AI,French Renaissance Mansion with Brick Facade and Slate Roof,"A grand French Renaissance mansion boasts a warm-toned brick facade, a slate roof, intricate detailing, and a symmetrical design, exuding elegance and historical charm.",,,,
b959,AI,Colorful Colonial Building with Wooden Balcony and Blue Shutters,"A vibrant colonial building features a yellow facade, a wooden balcony, blue shutters, and a terracotta roof, showcasing the colorful and historic architecture of Old San Juan, Puerto Rico.",,,,
b960,AI,Vibrant Colonial Villa with Yellow Facade and Terracotta Roof,"A colorful colonial villa boasts a sunny yellow facade, a terracotta roof, wooden balconies adorned with vibrant bougainvillea, and a lush tropical garden, creating a picturesque and inviting atmosphere.",,,,
b961,AI,Sunny Yellow Cottage with Terracotta Roof and Wooden Doors,"A charming cottage with a vibrant yellow facade, terracotta roof, wooden double doors, and lush tropical surroundings creates a peaceful and inviting retreat.",,,,
b962,AI,Colonial Building with Terracotta Facade and Wrought-Iron Balconies,"A vibrant colonial building features a terracotta facade, wrought-iron balconies, and a tiled roof, showcasing the colorful and historic architecture of a Spanish colonial town.",,,,
b963,AI,Rural Cottage with Thatched Roof and Yellow Facade,"A charming rural cottage features a thatched roof, a bright yellow facade, and small wooden windows, creating a cozy and idyllic countryside retreat.",,,,
b964,AI,Vibrant Colonial Building with Yellow Facade and Blue Shutters,"A colorful colonial building features a sunny yellow facade, blue shutters, a balcony with wrought-iron railings, and a terracotta roof, showcasing the vibrant architecture of a historic town.",,,,
b965,AI,Colorful Colonial House with Yellow Facade and Terracotta Roof,"A vibrant colonial house showcases a bright yellow facade, a terracotta roof, colorful accents, and a charming entrance, creating a playful and inviting atmosphere.",,,,
b966,AI,Vibrant Colonial Facade with Terracotta Roof,"A colorful colonial building with a terracotta roof features a bright yellow facade, green shutters, and a red-painted door, showcasing a blend of stone, brick, and wood elements.",,,,
b967,AI,Colonial Building with Terracotta Roof and Blue Door,"A colonial-style building with a terracotta roof features a warm orange facade, wrought-iron balconies, and a striking blue front door, showcasing a blend of stone, brick, and wood elements.",,,,
b968,AI,Spanish Colonial Revival House,"A low-slung Spanish Colonial Revival house boasts a terracotta-tiled roof, stucco walls, and a symmetrical facade with arched doorways and wooden shutters.",,,,
b969,AI,Modern Tropical Villa with Terracotta Roof,"A contemporary tropical villa features a stucco facade with a terracotta roof, large wooden doors, and lush greenery, showcasing a blend of natural materials and modern design elements.",,,,
b970,AI,Contemporary Modern House with Wood Accents,"A contemporary modern house features a flat roof, large windows, and a contrasting exterior of white stucco and wood cladding, creating a sleek and inviting aesthetic.",,,,
b971,AI,Neoclassical Mansion with Slate Roof,"A grand neoclassical mansion features a white marble facade, a slate roof, tall columns, and intricate detailing, showcasing a blend of traditional and modern elements.",,,,
b972,AI,Ancient Greek-style House,"A majestic ancient Greek-style house, constructed of white marble, stands proudly atop a rocky cliff overlooking the ocean, featuring a columned portico and a gabled roof.",,,,
b973,AI,Contemporary Coastal Residence with Flat Roof,"A modern coastal residence features a white stucco facade, a flat roof, large glass sliding doors, and a wooden upper level, showcasing a blend of sleek design and natural materials.",,,,
b974,AI,Contemporary Farmhouse with Modern Touches,"A contemporary farmhouse features a pitched roof, large windows, and a contrasting exterior of white stucco and wood cladding, blending traditional and modern elements.",,,,
b975,AI,Modern Villa with Wood Accents,"A modern villa features a flat roof, large windows, and a contrasting exterior of gray stucco and wood cladding, creating a sleek and inviting aesthetic.",,,,
b976,AI,Contemporary Modern House with Wood Accents,"A contemporary modern house features a flat roof, large windows, and a contrasting exterior of white stucco and wood cladding, creating a sleek and inviting aesthetic.",,,,
b977,AI,Modern Mediterranean Villa with Stone and Wood Exterior,"A contemporary Mediterranean villa boasts a beige facade accented by blue accents, a flat roof, large wooden sliding doors, and floor-to-ceiling windows overlooking a serene pool.",,,,
b978,AI,Modern Farmhouse with Gambrel Roof,"A modern farmhouse features a gambrel roof, large windows, and a contrasting exterior of black metal cladding and wood accents, creating a sleek and inviting aesthetic.",,,,
b979,AI,Contemporary Mountainside Residence with Wood and Stone Accents,"A modern mountainside home features a light-colored facade contrasted by dark wood accents, a flat roof, expansive glass windows, and a terraced backyard with a swimming pool.",,,,
b980,AI,Futuristic Concrete House with Glass Walls,"A futuristic concrete house with a cantilevered design features large glass walls, a flat roof, and a minimalist aesthetic, blending modern architecture with natural surroundings.",,,,
b981,AI,Sleek Modern Residence with Wood and Concrete Accents,"A contemporary two-story home showcases a clean white facade contrasted by dark wood accents, a flat roof, large windows, and a balcony overlooking the street.",,,,
b982,AI,Contemporary Modern House with Pool,"A contemporary modern house features a flat roof, large windows, and a contrasting exterior of white stucco and wood cladding, with a spacious backyard featuring a swimming pool and lounge area.",,,,
b983,AI,Sleek Modern Mansion with Black Facade and Glass Walls,"A contemporary mansion with a black exterior features large glass windows, a flat roof, and a rectangular pool, reflecting the elegant design and luxurious lifestyle.",,,,
b984,AI,Sleek Modern Villa with Flat Roof and Expansive Pool,"A modern villa with a flat roof, featuring a clean white facade contrasted by warm wood accents. Large floor-to-ceiling windows offer stunning views of the surrounding lush greenery.",,,,
b985,AI,Minimalist Glass House with Expansive Lawn and Pool,"A sleek, minimalist home with white walls and large glass windows overlooks a lush green lawn and a rectangular pool, embodying a serene and modern aesthetic.",,,,
b986,AI,Contemporary Two-Story Residence with Wood Accents,"A contemporary two-story residence with a flat roof, featuring a white facade accented by warm wood panels and large floor-to-ceiling windows providing ample natural light.",,,,
b987,AI,Modern Residence with Wood-clad Exterior and Glass Walls,"A contemporary home with a dark-colored roof features wood-paneling on its exterior, large glass windows, and a rectangular pool with surrounding stone pavers, creating a stylish and inviting atmosphere.",,,,
b988,AI,Futuristic Organic Residence with Glass Facade,"A futuristic organic residence with a curved glass facade, featuring a flowing design and expansive windows that offer panoramic views of the surrounding landscape.",,,,
b989,AI,Sleek Modern Mansion with Stone Facade and Expansive Pool,"A contemporary residence with a dark stone exterior features large glass windows, a flat roof, and a rectangular pool, reflecting a luxurious and sophisticated lifestyle.",,,,
b990,AI,Contemporary Stone Mansion with Panoramic Views and Pool,"A modern home with a stone exterior features large glass windows, a flat roof, and a rectangular pool overlooking a scenic forest, offering breathtaking views and luxurious living.",,,,
b991,AI,Contemporary Modern House with Stone and Wood Exterior,"A sleek, three-story modern home features a flat roof, large glass windows, and a combination of stone and wood cladding in a neutral color palette.",,,,
b992,AI,Modern Luxury Residence with Wood and Glass Exterior,"A contemporary mansion showcases a sloped roof, expansive glass windows, and a warm wood facade complemented by sleek black accents, creating a luxurious and inviting ambiance.",,,,
